mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_deceased,split1_test_f1_deceased,split2_test_f1_deceased,split3_test_f1_deceased,mean_test_f1_deceased,std_test_f1_deceased,rank_test_f1_deceased
0.011157810688018799,0.00474975665642705,0.4794059991836548,0.020144299889268222,1.0,{'var_smoothing': 1.0},0.7879169288860919,0.7835116425424795,0.7831067472306144,0.787134944612286,0.7854175658178679,0.0021312338999498895,100,0.7693865187811587,0.7681985773002439,0.7669257239457542,0.7698238971949558,0.7685836793055282,0.0011269218214193348,100,0.6050830889540567,0.6072971675468075,0.6047516198704105,0.6024630541871923,0.6048987326396167,0.0017132315185909314,100
0.008622169494628906,0.0007605985775637028,0.469976007938385,0.0018774449561403807,0.8111308307896871,{'var_smoothing': 0.8111308307896871},0.7882945248584015,0.7847702957835117,0.7851208459214502,0.7875125881168177,0.7864245636700453,0.0015097047932585387,99,0.7697387631288178,0.769635343895609,0.7695029359491367,0.7702198032294151,0.7697742115507445,0.0002705010223585572,99,0.6055270237221815,0.6095923261390888,0.6094235828749104,0.6031042128603105,0.6069117863991228,0.0027344834410830366,99
0.008020162582397461,0.0003422313718071681,0.4660698175430298,0.002595006260678975,0.657933224657568,{'var_smoothing': 0.657933224657568},0.7884203901825048,0.7848961611076148,0.7851208459214502,0.7881419939577039,0.7866448477923185,0.0016412254753344106,98,0.7698497735180084,0.7697553060023711,0.7695029359491367,0.770792027060499,0.7699750106325037,0.0004884477478807441,98,0.6056751467710371,0.6095923261390888,0.6094235828749104,0.6038480513073508,0.6071347767730968,0.0024602472583097747,98
0.008279025554656982,0.0002741515814629512,0.4706055521965027,0.0037483188006717442,0.533669923120631,{'var_smoothing': 0.533669923120631},0.788546255506608,0.7860289490245438,0.7852467270896274,0.7885196374622356,0.7870853922707537,0.001473765809407008,97,0.7699832172534836,0.7710212529964804,0.7696155059835088,0.7711399190348351,0.770439973817077,0.0006550157553915461,97,0.6056751467710371,0.6120297148334533,0.6095693779904306,0.6041461006910168,0.6078550850714844,0.0031174921808151774,97
0.008471250534057617,0.0005060383371831094,0.4675285220146179,0.0023841778538989033,0.43287612810830584,{'var_smoothing': 0.43287612810830584},0.7894273127753304,0.7864065449968534,0.7860020140986909,0.7895266868076536,0.787840639669632,0.001642974285905603,96,0.7706886021173212,0.7713623882226482,0.7704017497899255,0.7720816974925834,0.7711336094056195,0.0006490109304715777,96,0.605689063266307,0.6124700239808154,0.6106724096673846,0.6044444444444445,0.6083189853397378,0.003342838805839213,96
0.007965087890625,0.0005515436503165975,0.4656411409378052,0.0016799564001638522,0.3511191734215131,{'var_smoothing': 0.3511191734215131},0.7899307740717433,0.7869100062932662,0.7865055387713998,0.7899043303121853,0.7883126623621486,0.001611275278134895,95,0.7711673080199949,0.7718429833432504,0.770974945378737,0.7724457268426393,0.7716077408961554,0.0005813713831725107,95,0.6061349693251533,0.6127639155470249,0.6118153551781871,0.6045937268461349,0.608826991724125,0.0035212640288922064,94
0.007852673530578613,0.00015026277750459024,0.4649958610534668,0.00257751739549139,0.2848035868435802,{'var_smoothing': 0.2848035868435802},0.7901825047199497,0.7865324103209566,0.7875125881168177,0.7901560926485398,0.788595898951566,0.0016111385671073318,94,0.7714063846167503,0.7713803924458578,0.7719157434309801,0.7726740821077399,0.7718441506503321,0.0005245527911019075,94,0.6061349693251533,0.611764705882353,0.6124012449126166,0.6048925129725723,0.6087983582731739,0.0033214935825554097,95
0.008280277252197266,0.0006292401795476675,0.46432554721832275,0.0025731905477119647,0.23101297000831597,{'var_smoothing': 0.23101297000831597},0.7901825047199497,0.7870358716173694,0.7875125881168177,0.7909113796576033,0.7889105860279351,0.0016650754178330813,93,0.7714063846167503,0.7718477403440965,0.7718048613640449,0.7736343554706927,0.7721733354488961,0.0008608975558241669,93,0.6061349693251533,0.6120586115781889,0.6115504433261442,0.6067637620340657,0.609126946565888,0.002692794330794674,93
0.008273899555206299,0.00022152450133322313,0.4682237505912781,0.001660898530433822,0.1873817422860384,{'var_smoothing': 0.1873817422860384},0.7906859660163625,0.7872876022655758,0.7877643504531722,0.7909113796576033,0.7891623245981785,0.0016469359661634324,92,0.7718738733475193,0.7720814173407228,0.7720360844931659,0.7736343554706927,0.7724064326630252,0.0007131280692785195,92,0.6064326049594894,0.612205670350793,0.6118436825701271,0.6067637620340657,0.6093114299786188,0.002718785388992328,92
0.007983505725860596,0.0005200441108679615,0.4729267358779907,0.014518652880865134,0.15199110829529336,{'var_smoothing': 0.15199110829529336},0.7909376966645689,0.787413467589679,0.7878902316213494,0.7909113796576033,0.7892881938833003,0.001645029532040865,91,0.7721023594929656,0.7721951449334289,0.7721488014749843,0.7736343554706927,0.7725201653430179,0.0006441138793094369,91,0.6067305330385655,0.6123527998077386,0.6119904076738609,0.6067637620340657,0.6094593756385577,0.0027152781269506278,91
